INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
232003142,3108,,FIRE REPORT,E13,652,0,2023-01-12 18:06:00+00,2023,1,Thursday,18,,WASHINGTON ST,42.2994106222643,-71.11517470665652,"(42.2994106222643, -71.11517470665652)"
232003123,3115,,INVESTIGATE PERSON,D4, ,0,2023-01-12 18:07:00+00,2023,1,Thursday,18,,HARRISON AVE,42.34569100023396,-71.06336500024098,"(42.34569100023396, -71.06336500024098)"
232003127,3115,,INVESTIGATE PERSON,B2, ,0,2023-01-12 18:08:00+00,2023,1,Thursday,18,,FISHER AVE,42.32756936216535,-71.1018169109272,"(42.32756936216535, -71.1018169109272)"
232003126,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,574,0,2023-01-12 18:20:00+00,2023,1,Thursday,18,,WASHINGTON ST,42.30971856767274,-71.10429431787648,"(42.30971856767274, -71.10429431787648)"
232003128,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14, ,0,2023-01-12 18:22:00+00,2023,1,Thursday,18,,SAYBROOK ST,42.35491476502052,-71.14929975385165,"(42.35491476502052, -71.14929975385165)"
232003130,619,,LARCENY ALL OTHERS,A1, ,0,2023-01-12 18:28:00+00,2023,1,Thursday,18,,WINTER ST,42.35602373388715,-71.06177615141588,"(42.35602373388715, -71.06177615141588)"
232005902,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,355,0,2023-01-12 18:30:00+00,2023,1,Thursday,18,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
232003143,3115,,INVESTIGATE PERSON,C6, ,0,2023-01-12 18:40:00+00,2023,1,Thursday,18,,"MASSACHUSETTS AVE & SHIRLEY ST
ROXBURY  MA 02118
U",42.3269119849474,-71.06696194043433,"(42.3269119849474, -71.06696194043433)"
232003131,3801,,M/V ACCIDENT - OTHER,A7, ,0,2023-01-12 18:58:00+00,2023,1,Thursday,18,,"BORDER ST & SUMNER ST
EAST BOSTON  MA 02128
UNITED",42.37041004028443,-71.04324103000886,"(42.37041004028443, -71.04324103000886)"
232003134,2670,,HARASSMENT/ CRIMINAL HARASSMENT,A7,22,0,2023-01-12 19:00:00+00,2023,1,Thursday,19,,LONDON ST,42.3756839888451,-71.03624887195437,"(42.3756839888451, -71.03624887195437)"
232003169,3501,,MISSING PERSON,D14,778,0,2023-01-12 19:00:00+00,2023,1,Thursday,19,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
232003135,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,465,0,2023-01-12 19:08:00+00,2023,1,Thursday,19,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
232003137,3201,,PROPERTY - LOST/ MISSING,D4, ,0,2023-01-12 19:14:00+00,2023,1,Thursday,19,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
232003148,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3, ,0,2023-01-12 19:24:00+00,2023,1,Thursday,19,,"DEERING RD & WELLINGTON HILL ST
MATTAPAN  MA 02126",42.28477002779477,-71.09429098957149,"(42.28477002779477, -71.09429098957149)"
232003166,3115,,INVESTIGATE PERSON,D14, ,0,2023-01-12 19:36:00+00,2023,1,Thursday,19,,COMMONWEALTH AVE,42.34180624756172,-71.14783508778616,"(42.34180624756172, -71.14783508778616)"
232003159,2905,,VAL - VIOLATION OF AUTO LAW,C11, ,0,2023-01-12 20:06:00+00,2023,1,Thursday,20,,BELLEVUE ST,42.310792727791544,-71.06769188781273,"(42.310792727791544, -71.06769188781273)"
232003152,2647,,THREATS TO DO BODILY HARM,C11,355,0,2023-01-12 20:07:00+00,2023,1,Thursday,20,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
232003154,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D4, ,0,2023-01-12 20:18:00+00,2023,1,Thursday,20,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
232003175,2610,,TRESPASSING,A1, ,0,2023-01-12 20:32:00+00,2023,1,Thursday,20,,"NORTH ST & CONGRESS ST
BOSTON  MA 02109
UNITED STA",42.36028997620576,-71.05730994838906,"(42.36028997620576, -71.05730994838906)"
232003160,3115,,INVESTIGATE PERSON,E13,574,0,2023-01-12 20:34:00+00,2023,1,Thursday,20,,WASHINGTON ST,42.30971856767274,-71.10429431787648,"(42.30971856767274, -71.10429431787648)"
232003173,3503,,MISSING PERSON - NOT REPORTED - LOCATED,B2, ,0,2023-01-12 20:36:00+00,2023,1,Thursday,20,,COLUMBIA RD,42.31955206748678,-71.06288729389587,"(42.31955206748678, -71.06288729389587)"
232003174,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,822,0,2023-01-12 20:40:00+00,2023,1,Thursday,20,,"RIDGECREST DR & WASHINGTON ST
WEST ROXBURY  MA 021",42.2633700254046,-71.15480504511576,"(42.2633700254046, -71.15480504511576)"
232003163,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,465,0,2023-01-12 20:42:00+00,2023,1,Thursday,20,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
232003164,1106,,FRAUD - CREDIT CARD / ATM FRAUD,B2,326,0,2023-01-12 20:44:00+00,2023,1,Thursday,20,,QUINCY ST,42.31297722241907,-71.07499278445057,"(42.31297722241907, -71.07499278445057)"
232003183,3201,,PROPERTY - LOST/ MISSING,A1, ,0,2023-01-12 20:50:00+00,2023,1,Thursday,20,,WINTER ST,42.35602373388715,-71.06177615141588,"(42.35602373388715, -71.06177615141588)"
232002133,3119,,FIREARM/WEAPON - FOUND OR CONFISCATED,B2,310,0,2023-01-09 10:00:00+00,2023,1,Monday,10,,WARREN STREET,,,
232002312,3207,,PROPERTY - FOUND,A1, ,0,2023-01-09 16:00:00+00,2023,1,Monday,16,,SUDBURY ST,,,
232002445,2647,,THREATS TO DO BODILY HARM,D4,130,0,2023-01-10 00:00:00+00,2023,1,Tuesday,0,,HUNTINGTON AVE,42.34857651533868,-71.07772011862542,"(42.34857651533868, -71.07772011862542)"
232002544,3801,,M/V ACCIDENT - OTHER,C11, ,0,2023-01-10 16:48:00+00,2023,1,Tuesday,16,,ADAMS ST,42.2996370938013,-71.05851175500025,"(42.2996370938013, -71.05851175500025)"
232004628,735,,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B3, ,0,2023-01-11 14:49:00+00,2023,1,Wednesday,14,,WOODHAVEN ST,42.27105478784147,-71.09753897564099,"(42.27105478784147, -71.09753897564099)"
232002917,3410,,TOWED MOTOR VEHICLE,A7,28,0,2023-01-11 23:55:00+00,2023,1,Wednesday,23,,EMMONS STREET,,,
232003038,3115,,INVESTIGATE PERSON,C6, ,0,2023-01-12 11:08:00+00,2023,1,Thursday,11,,D ST,42.33639671974172,-71.05368804719413,"(42.33639671974172, -71.05368804719413)"
232005505,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,778,0,2023-01-12 20:50:00+00,2023,1,Thursday,20,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
232003329,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,691,0,2023-01-12 21:00:00+00,2023,1,Thursday,21,,CENTRE ST,42.28709355259107,-71.14822128377165,"(42.28709355259107, -71.14822128377165)"
232003273,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,167,0,2023-01-12 21:00:00+00,2023,1,Thursday,21,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
232003178,1831,,SICK ASSIST,A1, ,0,2023-01-12 21:21:00+00,2023,1,Thursday,21,,CHARLES ST,42.360644695548025,-71.07086192011141,"(42.360644695548025, -71.07086192011141)"
232003185,1831,,SICK ASSIST,A1,117,0,2023-01-12 21:36:00+00,2023,1,Thursday,21,,WASHINGTON ST,42.351742821397714,-71.06275940040133,"(42.351742821397714, -71.06275940040133)"
232003177,3111,,LICENSE PREMISE VIOLATION,A1, ,0,2023-01-12 21:37:00+00,2023,1,Thursday,21,,BOWDOIN ST,42.358322989437994,-71.06278435689953,"(42.358322989437994, -71.06278435689953)"
232003189,3115,,INVESTIGATE PERSON,E13,577,0,2023-01-12 21:40:00+00,2023,1,Thursday,21,,BOYLSTON ST,42.31498081691997,-71.10204975413782,"(42.31498081691997, -71.10204975413782)"
232003198,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,D4, ,0,2023-01-12 21:44:00+00,2023,1,Thursday,21,,COMMONWEALTH AVE,42.349217555346314,-71.09099584676025,"(42.349217555346314, -71.09099584676025)"
232003180,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,237,0,2023-01-12 21:49:00+00,2023,1,Thursday,21,,COLUMBIA RD,42.32015318610247,-71.06220376488528,"(42.32015318610247, -71.06220376488528)"
232003186,1831,,SICK ASSIST,D4,598,0,2023-01-12 21:57:00+00,2023,1,Thursday,21,,"HAVILAND ST & MASSACHUSETTS AVE
BOSTON  MA 02115
U",42.346649967042616,-71.08741003573599,"(42.346649967042616, -71.08741003573599)"
232003187,724,,AUTO THEFT,B2, ,0,2023-01-12 21:57:00+00,2023,1,Thursday,21,,RUGGLES ST,42.33627151178932,-71.09187627703011,"(42.33627151178932, -71.09187627703011)"
232003319,3205,,M/V PLATES - LOST,B3,465,0,2023-01-12 22:00:00+00,2023,1,Thursday,22,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
232003194,423,,ASSAULT - AGGRAVATED,B2,257,0,2023-01-12 22:33:00+00,2023,1,Thursday,22,,STOUGHTON ST,42.31661749735653,-71.0640782725732,"(42.31661749735653, -71.0640782725732)"
232003196,423,,ASSAULT - AGGRAVATED,A1,93,0,2023-01-12 22:38:00+00,2023,1,Thursday,22,,UNION ST,42.36068786991018,-71.05687293370812,"(42.36068786991018, -71.05687293370812)"
232003195,3006,,SICK/INJURED/MEDICAL - PERSON,D4,618,0,2023-01-12 22:43:00+00,2023,1,Thursday,22,,GAINSBOROUGH ST,42.34190865994388,-71.08716089853546,"(42.34190865994388, -71.08716089853546)"
232003199,1831,,SICK ASSIST,B3,465,0,2023-01-12 23:12:00+00,2023,1,Thursday,23,,HARVARD ST,42.2877289928253,-71.09375248731389,"(42.2877289928253, -71.09375248731389)"
232003200,801,,ASSAULT - SIMPLE,D4,171,0,2023-01-12 23:15:00+00,2023,1,Thursday,23,,"ALBANY ST & MASSACHUSETTS AVE
BOSTON  MA 02118
UNI",42.33349998017161,-71.07350999617319,"(42.33349998017161, -71.07350999617319)"
232003201,3115,,INVESTIGATE PERSON,E13, ,0,2023-01-12 23:19:00+00,2023,1,Thursday,23,,TOWER ST,42.29906324678628,-71.11183410490047,"(42.29906324678628, -71.11183410490047)"
232003206,3115,,INVESTIGATE PERSON,D4, ,0,2023-01-12 23:21:00+00,2023,1,Thursday,23,,ALBANY ST,42.333184490911954,-71.07393881002383,"(42.333184490911954, -71.07393881002383)"
232003217,3410,,TOWED MOTOR VEHICLE,E13,912,0,2023-01-12 23:24:00+00,2023,1,Thursday,23,,PARKER ST,42.32469442576835,-71.10087901665398,"(42.32469442576835, -71.10087901665398)"
232003212,3115,,INVESTIGATE PERSON,B2, ,0,2023-01-12 23:56:00+00,2023,1,Thursday,23,,PARKER HILL AVE,42.32852889411426,-71.10121964928422,"(42.32852889411426, -71.10121964928422)"
232003203,801,,ASSAULT - SIMPLE,C6, ,0,2023-01-12 23:57:00+00,2023,1,Thursday,23,,BOSTON ST,42.32656057560475,-71.05857545791666,"(42.32656057560475, -71.05857545791666)"
232003315,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,282,0,2023-01-13 00:00:00+00,2023,1,Friday,0,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
232003205,3115,,INVESTIGATE PERSON,A1, ,0,2023-01-13 00:00:00+00,2023,1,Friday,0,,CAUSEWAY ST,42.365374796420454,-71.06154161481645,"(42.365374796420454, -71.06154161481645)"
232003330,3830,,M/V - LEAVING SCENE - PERSONAL INJURY,B2,282,0,2023-01-13 00:00:00+00,2023,1,Friday,0,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
232003292,3115,,INVESTIGATE PERSON,A1,111,0,2023-01-13 00:00:00+00,2023,1,Friday,0,,WEST ST,42.355004407272475,-71.06300727507565,"(42.355004407272475, -71.06300727507565)"
232003346,2612,,FIRE REPORT/ALARM - FALSE,E18,495,0,2023-01-13 00:00:00+00,2023,1,Friday,0,,GREENWOOD CIR,42.26485599822297,-71.11999001022875,"(42.26485599822297, -71.11999001022875)"
232003358,3410,,TOWED MOTOR VEHICLE,E13,639,0,2023-01-13 00:00:00+00,2023,1,Friday,0,,CHESTNUT AVE,42.312908835029766,-71.10986001390044,"(42.312908835029766, -71.10986001390044)"
232002114,520,,BURGLARY - RESIDENTIAL,D4,139,0,2023-01-08 21:15:00+00,2023,1,Sunday,21,,MARLBOROUGH STREET,,,
232002241,3115,,INVESTIGATE PERSON,A1,77,0,2023-01-09 01:00:00+00,2023,1,Monday,1,,SUDBURY ST,,,
232002204,617,,LARCENY THEFT FROM BUILDING,A1,77,0,2023-01-09 14:41:00+00,2023,1,Monday,14,,SUDBURY ST,,,
232002267,3205,,M/V PLATES - LOST,E18,503,0,2023-01-09 17:17:00+00,2023,1,Monday,17,,AMERICAN LEGION HIGHWAY,,,
232015648,3501,,MISSING PERSON,A1,77,0,2023-01-10 12:00:00+00,2023,1,Tuesday,12,,SUDBURY ST,,,
232013959,1102,,FRAUD - FALSE PRETENSE / SCHEME,C6, ,0,2023-01-11 14:00:00+00,2023,1,Wednesday,14,,W THIRD ST,42.34107785366472,-71.05223295368793,"(42.34107785366472, -71.05223295368793)"
232003265,1402,,VANDALISM,C11,355,0,2023-01-11 16:00:00+00,2023,1,Wednesday,16,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
232003114,1402,,VANDALISM,B2, ,0,2023-01-12 15:40:00+00,2023,1,Thursday,15,,HOMESTEAD ST,42.31242132328873,-71.09154902053524,"(42.31242132328873, -71.09154902053524)"
232004167,520,,BURGLARY - RESIDENTIAL,D14,794,0,2023-01-13 00:00:00+00,2023,1,Friday,0,,RADCLIFFE RD,42.350854488076834,-71.13408858956902,"(42.350854488076834, -71.13408858956902)"
232003404,2647,,THREATS TO DO BODILY HARM,B3,465,0,2023-01-13 00:00:00+00,2023,1,Friday,0,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
232003495,3111,,LICENSE PREMISE VIOLATION,C6, ,0,2023-01-13 00:08:00+00,2023,1,Friday,0,,W BROADWAY,42.33731437923188,-71.04852327000334,"(42.33731437923188, -71.04852327000334)"
232003226,3114,,INVESTIGATE PROPERTY,B2, ,0,2023-01-13 00:10:00+00,2023,1,Friday,0,,INTERVALE ST,42.31049938477924,-71.07733579026612,"(42.31049938477924, -71.07733579026612)"
232003208,3114,,INVESTIGATE PROPERTY,A1,117,0,2023-01-13 00:17:00+00,2023,1,Friday,0,,BEACH ST,42.351456657986326,-71.06167557100903,"(42.351456657986326, -71.06167557100903)"
232003221,3502,,MISSING PERSON - LOCATED,B2, ,0,2023-01-13 00:32:00+00,2023,1,Friday,0,,GEORGIA ST,42.31039012253831,-71.08530210081958,"(42.31039012253831, -71.08530210081958)"
232003213,301,,ROBBERY,E13, ,0,2023-01-13 00:59:00+00,2023,1,Friday,0,,MORAINE ST,42.319874163685135,-71.11480652382616,"(42.319874163685135, -71.11480652382616)"
232003214,1402,,VANDALISM,C11,401,0,2023-01-13 01:08:00+00,2023,1,Friday,1,,ASHMONT ST,42.285556285001505,-71.06488853306246,"(42.285556285001505, -71.06488853306246)"
232003220,3006,,SICK/INJURED/MEDICAL - PERSON,D4,629,0,2023-01-13 01:39:00+00,2023,1,Friday,1,,"BEACON ST & PARK DR
BOSTON  MA 02215
UNITED STATES",42.346562025935626,-71.10505403878841,"(42.346562025935626, -71.10505403878841)"
232003222,3410,,TOWED MOTOR VEHICLE,A1, ,0,2023-01-13 01:52:00+00,2023,1,Friday,1,,OLIVER ST,42.35696957415614,-71.05441742255434,"(42.35696957415614, -71.05441742255434)"
232003223,2907,,VAL - OPERATING AFTER REV/SUSP.,B2, ,0,2023-01-13 02:15:00+00,2023,1,Friday,2,,"CEDAR ST & COLUMBUS AVE
ROXBURY  MA 02119
UNITED S",42.328143965009765,-71.09699596578157,"(42.328143965009765, -71.09699596578157)"
232003227,2905,,VAL - VIOLATION OF AUTO LAW,C11, ,0,2023-01-13 02:17:00+00,2023,1,Friday,2,,WELLES AVE,42.28816893745185,-71.07035348488141,"(42.28816893745185, -71.07035348488141)"
232003356,801,,ASSAULT - SIMPLE,C6,925,0,2023-01-13 02:30:00+00,2023,1,Friday,2,,FREDERICK ST,42.333444174285056,-71.0533771592976,"(42.333444174285056, -71.0533771592976)"
232003230,1831,,SICK ASSIST,B2, ,0,2023-01-13 02:39:00+00,2023,1,Friday,2,,COLUMBIA RD,42.31596900051565,-71.06625300015122,"(42.31596900051565, -71.06625300015122)"
232003229,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4, ,0,2023-01-13 03:00:00+00,2023,1,Friday,3,,"BEACON ST & PARK DR
BOSTON  MA 02215
UNITED STATES",42.346562025935626,-71.10505403878841,"(42.346562025935626, -71.10505403878841)"
232004377,2670,,HARASSMENT/ CRIMINAL HARASSMENT,D14,778,0,2023-01-13 03:00:00+00,2023,1,Friday,3,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
232003714,1402,,VANDALISM,A15,41,0,2023-01-13 04:45:00+00,2023,1,Friday,4,,VINE ST,42.37663166813234,-71.05593195497872,"(42.37663166813234, -71.05593195497872)"
232003232,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1, ,0,2023-01-13 05:29:00+00,2023,1,Friday,5,,POST OFFICE SQ,42.35632204800864,-71.05566139797963,"(42.35632204800864, -71.05566139797963)"
232003234,1831,,SICK ASSIST,C11, ,0,2023-01-13 05:50:00+00,2023,1,Friday,5,,GLEN ST,42.31250693577851,-71.06680949048726,"(42.31250693577851, -71.06680949048726)"
232003235,3114,,INVESTIGATE PROPERTY,E13,576,0,2023-01-13 05:57:00+00,2023,1,Friday,5,,GERMANIA ST,42.31431670148502,-71.10309423994222,"(42.31431670148502, -71.10309423994222)"
232003402,3201,,PROPERTY - LOST/ MISSING,C11,355,0,2023-01-13 06:30:00+00,2023,1,Friday,6,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
232003248,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6, ,0,2023-01-13 06:35:00+00,2023,1,Friday,6,,NEWMARKET SQ,42.330419847111216,-71.06517279533487,"(42.330419847111216, -71.06517279533487)"
232003240,3001,,DEATH INVESTIGATION,C11, ,0,2023-01-13 06:55:00+00,2023,1,Friday,6,,SEMONT RD,42.29089749277809,-71.06156671222885,"(42.29089749277809, -71.06156671222885)"
232003238,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6, ,0,2023-01-13 07:14:00+00,2023,1,Friday,7,,BOSTON ST,42.32219951847243,-71.06110712463625,"(42.32219951847243, -71.06110712463625)"
232003255,3807,,M/V ACCIDENT - OTHER CITY VEHICLE,D4,270,0,2023-01-13 08:04:00+00,2023,1,Friday,8,,ALBANY ST,42.333184490911954,-71.07393881002383,"(42.333184490911954, -71.07393881002383)"
232003253,2670,,HARASSMENT/ CRIMINAL HARASSMENT,B3, ,0,2023-01-13 08:13:00+00,2023,1,Friday,8,,NIGHTINGALE ST,42.294743121884856,-71.08503785643556,"(42.294743121884856, -71.08503785643556)"
232005854,619,,LARCENY ALL OTHERS,D4, ,0,2023-01-13 08:18:00+00,2023,1,Friday,8,,MARLBOROUGH ST,42.35038759600337,-71.08785290063189,"(42.35038759600337, -71.08785290063189)"
232003257,1831,,SICK ASSIST,C11,402,0,2023-01-13 08:21:00+00,2023,1,Friday,8,,BAILEY ST,42.28466568094173,-71.06602187804724,"(42.28466568094173, -71.06602187804724)"
232003256,3410,,TOWED MOTOR VEHICLE,C6, ,0,2023-01-13 08:42:00+00,2023,1,Friday,8,,E SECOND ST,42.337199219724255,-71.0425014955012,"(42.337199219724255, -71.0425014955012)"
232002095,3114,,INVESTIGATE PROPERTY,External, ,0,2023-01-08 14:41:00+00,2023,1,Sunday,14,,EDGE HILL ROAD,,,
232002013,724,,AUTO THEFT,A7,28,0,2023-01-08 17:00:00+00,2023,1,Sunday,17,,PARIS ST,42.3708180467024,-71.03929078135145,"(42.3708180467024, -71.03929078135145)"
232002344,1831,,SICK ASSIST,C11,332,0,2023-01-09 20:03:00+00,2023,1,Monday,20,,GLEN ST,42.31250693577851,-71.06680949048726,"(42.31250693577851, -71.06680949048726)"
232002458,2914,,VAL - OPERATING W/O AUTHORIZATION LAWFUL,A1, ,0,2023-01-10 11:12:00+00,2023,1,Tuesday,11,,BOYLSTON ST,42.352418147286066,-71.06525498581209,"(42.352418147286066, -71.06525498581209)"
232003587,2905,,VAL - VIOLATION OF AUTO LAW,C11, ,0,2023-01-10 14:53:00+00,2023,1,Tuesday,14,,S MUNROE TER,42.292140623978966,-71.05202240327155,"(42.292140623978966, -71.05202240327155)"
232002614,1832,,SICK ASSIST - DRUG RELATED ILLNESS,A1,63,0,2023-01-10 22:39:00+00,2023,1,Tuesday,22,,MARTHA ROAD,,,
232002771,3803,,M/V ACCIDENT - PERSONAL INJURY,A15, ,0,2023-01-11 14:04:00+00,2023,1,Wednesday,14,,ALFORD ST,42.3924302970557,-71.06894465125617,"(42.3924302970557, -71.06894465125617)"
232008179,619,,LARCENY ALL OTHERS,B2,282,0,2023-01-12 00:00:00+00,2023,1,Thursday,0,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
232003373,1831,,SICK ASSIST,C11,362,0,2023-01-12 21:00:00+00,2023,1,Thursday,21,,MOULTRIE ST,42.29128493748305,-71.07033889915726,"(42.29128493748305, -71.07033889915726)"
232003426,1831,,SICK ASSIST,C11, ,0,2023-01-13 00:00:00+00,2023,1,Friday,0,,NEPONSET AVE,42.29151535667142,-71.04959579823846,"(42.29151535667142, -71.04959579823846)"
232003254,1831,,SICK ASSIST,A1,74,0,2023-01-13 08:53:00+00,2023,1,Friday,8,,NEW CHARDON ST,42.3626074984039,-71.06132725274803,"(42.3626074984039, -71.06132725274803)"
232003258,3410,,TOWED MOTOR VEHICLE,A15,57,0,2023-01-13 09:01:00+00,2023,1,Friday,9,,WINTHROP ST,42.37398045585449,-71.06123310106719,"(42.37398045585449, -71.06123310106719)"
232003268,3108,,FIRE REPORT,E13, ,0,2023-01-13 09:09:00+00,2023,1,Friday,9,,FOREST HILLS ST,42.31078949127772,-71.1022458929193,"(42.31078949127772, -71.1022458929193)"
232003262,1832,,SICK ASSIST - DRUG RELATED ILLNESS,D4, ,0,2023-01-13 09:26:00+00,2023,1,Friday,9,,ALBANY ST,42.334288406594155,-71.07239517543796,"(42.334288406594155, -71.07239517543796)"
232003250,3410,,TOWED MOTOR VEHICLE,B2, ,0,2023-01-13 09:32:00+00,2023,1,Friday,9,,COLUMBIA RD,42.30876959076716,-71.07460716752107,"(42.30876959076716, -71.07460716752107)"
232003272,3115,,INVESTIGATE PERSON,E5, ,0,2023-01-13 09:39:00+00,2023,1,Friday,9,,COREY ST,42.28566299745865,-71.15450067389989,"(42.28566299745865, -71.15450067389989)"
232003263,3501,,MISSING PERSON,C6, ,0,2023-01-13 09:43:00+00,2023,1,Friday,9,,W BROADWAY,42.341287504390436,-71.05467932649397,"(42.341287504390436, -71.05467932649397)"
232003285,3410,,TOWED MOTOR VEHICLE,D14,765,0,2023-01-13 10:00:00+00,2023,1,Friday,10,,HOBSON ST,42.35295212705428,-71.16226911861236,"(42.35295212705428, -71.16226911861236)"
232003276,3115,,INVESTIGATE PERSON,B2,183,0,2023-01-13 10:02:00+00,2023,1,Friday,10,,DUDLEY ST,42.31987076181372,-71.07096263047784,"(42.31987076181372, -71.07096263047784)"
232003280,3803,,M/V ACCIDENT - PERSONAL INJURY,D14, ,0,2023-01-13 10:16:00+00,2023,1,Friday,10,,MARKET ST,42.3544189843191,-71.15018788320823,"(42.3544189843191, -71.15018788320823)"
232003313,3207,,PROPERTY - FOUND,D4,620,0,2023-01-13 10:30:00+00,2023,1,Friday,10,,MASSACHUSETTS AVE,42.34439568415443,-71.08632016344815,"(42.34439568415443, -71.08632016344815)"
232003295,1402,,VANDALISM,B3, ,0,2023-01-13 10:33:00+00,2023,1,Friday,10,,MEADOWBANK AVE,42.26986541240657,-71.08263053891201,"(42.26986541240657, -71.08263053891201)"
232003290,2907,,VAL - OPERATING AFTER REV/SUSP.,B2,313,0,2023-01-13 10:43:00+00,2023,1,Friday,10,,"WARREN ST & WYOMING ST
BOSTON  MA 02121
UNITED STA",42.31475999932924,-71.08354000163158,"(42.31475999932924, -71.08354000163158)"
232003340,1402,,VANDALISM,D14, ,0,2023-01-13 10:46:00+00,2023,1,Friday,10,,QUINT AVE,42.35194779908586,-71.13410791394102,"(42.35194779908586, -71.13410791394102)"
232003287,3115,,INVESTIGATE PERSON,A7, ,0,2023-01-13 10:50:00+00,2023,1,Friday,10,,BRANDYWYNE DR,42.387836145047046,-71.01203797794051,"(42.387836145047046, -71.01203797794051)"
232003293,2670,,HARASSMENT/ CRIMINAL HARASSMENT,B2, ,0,2023-01-13 11:01:00+00,2023,1,Friday,11,,"HARTWELL ST & CHENEY ST
ROXBURY  MA 02121
UNITED S",42.30896598821323,-71.0844709524242,"(42.30896598821323, -71.0844709524242)"
232003353,619,,LARCENY ALL OTHERS,D14, ,0,2023-01-13 11:25:00+00,2023,1,Friday,11,,ASHFORD ST,42.35431862123724,-71.12901674007047,"(42.35431862123724, -71.12901674007047)"
232003303,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,167,0,2023-01-13 11:40:00+00,2023,1,Friday,11,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
232003305,1831,,SICK ASSIST,C11,377,0,2023-01-13 11:45:00+00,2023,1,Friday,11,,ARBROTH ST,42.29049764504305,-71.05206431873665,"(42.29049764504305, -71.05206431873665)"
232003302,801,,ASSAULT - SIMPLE,C11,450,0,2023-01-13 11:47:00+00,2023,1,Friday,11,,WASHINGTON ST,42.29182297819696,-71.07173416696516,"(42.29182297819696, -71.07173416696516)"
232003308,613,,LARCENY SHOPLIFTING,A1, ,0,2023-01-13 11:48:00+00,2023,1,Friday,11,,WASHINGTON ST,42.355123390368036,-71.06087979851635,"(42.355123390368036, -71.06087979851635)"
232004910,617,,LARCENY THEFT FROM BUILDING,D4,167,0,2023-01-13 12:00:00+00,2023,1,Friday,12,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
232004784,1402,,VANDALISM,B2,282,0,2023-01-13 12:00:00+00,2023,1,Friday,12,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
